Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Basal Ganglia,44,20-Hydroxyleukotriene-B4,251209.4,209614.6,202773.4,310403.8,0.834421801,0.807188744,1.235637679,0.754633026,0.935800511,0.946125304
Hippocampus,55,3-alpha-Sialyl-N-acetyllactosamine,382955.4,1160587.2,971168,884376.8,3.030606697,2.535981997,2.309346728,0.033406749,0.072306152,0.237825429
Cortex,55,3-alpha-Sialyl-N-acetyllactosamine,544617.6,511613.2,909172.2,853068.8,0.939398947,1.669377192,1.566362894,0.869355568,0.428466046,0.482220386
Cerebellum,55,3-alpha-Sialyl-N-acetyllactosamine,151197.8,1128522.8,960874.3333,961086.2,7.463883734,6.355081445,6.3564827,0.000137435,0.000155152,0.00031581
Basal Ganglia,55,3-alpha-Sialyl-N-acetyllactosamine,662325.8,943593.6,1213516,1296276.6,1.424666833,1.83220403,1.957158546,0.144444189,0.009990005,0.006460446
Hippocampus,54,3-1-Pyrazolyl-alanine-M-H-,12906,9567.2,14069.8,14714.6,0.741298621,1.090175112,1.140136371,0.992287397,0.998817034,0.89580574
Cortex,54,3-1-Pyrazolyl-alanine-M-H-,11756,10681.2,20100,18121.6,0.908574345,1.709765226,1.541476693,0.898048073,0.834503556,0.995424985
Cerebellum,54,3-1-Pyrazolyl-alanine-M-H-,10410.8,10439.6,10856.5,21784.4,1.002766358,1.042811311,2.092480885,0.999966678,0.995113082,0.934813178
Basal Ganglia,54,3-1-Pyrazolyl-alanine-M-H-,9635.6,8615.6,12611.2,13431.8,0.894142555,1.308813151,1.393976504,0.999868852,0.540746461,0.514290563
Hippocampus,64,3-O-Methylcytidine,242868.6,362282.6,982129.2,943199.2,1.49168151,4.043870636,3.883578198,0.608732705,0.002310238,0.001451999
Cortex,64,3-O-Methylcytidine,736568.8,919517,758654.4,892084.4,1.24837897,1.029984436,1.211135199,0.936141506,0.998136201,0.99974369
Cerebellum,64,3-O-Methylcytidine,549643.8,424516.6,733412,1209316,0.772348565,1.334340531,2.200181281,0.510103316,0.983934841,0.894293703
Basal Ganglia,64,3-O-Methylcytidine,434942.4,366076.6,238672.4,760912.6,0.841666851,0.548744845,1.74945602,0.976065472,0.355475216,0.944576664
Hippocampus,65,3-O-Methylinosine,56570.6,287159.6,115713,223830.2,5.076127883,2.045461777,3.956652395,0.087682228,0.755385055,0.098236505
Cortex,65,3-O-Methylinosine,83104,36348.4,242033.4,261751,0.437384482,2.912415768,3.149679919,0.558373976,0.278137193,0.195017772
Cerebellum,65,3-O-Methylinosine,86718.4,239676.6,131636,409157.4,2.763849425,1.517970811,4.718230502,0.226103833,0.976055484,0.017101335
Basal Ganglia,65,3-O-Methylinosine,75171.2,31655,70876,154450.6,0.421105423,0.942861096,2.054651249,0.971855696,0.998297297,0.776918776
Hippocampus,56,3-Cyclohexyl-1-1-dimethylurea,87818529.6,99106603.2,99285435.2,124755014.4,1.128538631,1.130575012,1.420600128,0.207823762,0.198762156,0.000182095
Cortex,56,3-Cyclohexyl-1-1-dimethylurea,104557105.6,99859804.8,104772697.6,108134304,0.955074303,1.002061955,1.034212867,0.98816616,0.999999306,0.985470795
Cerebellum,56,3-Cyclohexyl-1-1-dimethylurea,93021964.8,110561697.6,96346461.33,129005496,1.188554744,1.035738834,1.386828329,0.124019514,0.944275981,0.001747805
Basal Ganglia,56,3-Cyclohexyl-1-1-dimethylurea,96702873.6,98710510.4,102449852.8,118147337.6,1.02076088,1.059429249,1.221756223,0.990071205,0.831183763,0.045150984
Hippocampus,57,3-Hydroxy-3-methylglutaric-acid,612995.6,941216.8,1163316.2,785013.4,1.535438101,1.897756199,1.280618327,0.606574938,0.332205969,0.914566309
Cortex,57,3-Hydroxy-3-methylglutaric-acid,618261.8,786181.6,1070795.6,859146.6,1.27159983,1.73194527,1.389616179,0.855494863,0.576382034,0.835206823
Cerebellum,57,3-Hydroxy-3-methylglutaric-acid,191011.4,299821,429697,290792.2,1.56964977,2.249588244,1.522381387,0.981604999,0.760243302,0.951308537
Basal Ganglia,57,3-Hydroxy-3-methylglutaric-acid,681111,604440.6,620081.4,736005.2,0.887433326,0.910396984,1.080595087,0.978743006,0.940175223,0.995043933
Hippocampus,58,3-Hydroxybutyrylcarnitine,12877165.8,14582584.4,7178874,7766543.8,1.132437419,0.557488667,0.603125247,0.780468675,0.240403154,0.476833412
Cortex,58,3-Hydroxybutyrylcarnitine,7850312.4,9355854,5251107,10300246.2,1.191781107,0.668904208,1.312081058,0.660857938,0.075898334,0.336241666
Cerebellum,58,3-Hydroxybutyrylcarnitine,15061315.2,20352083.6,8256372,11345531,1.351281965,0.548183999,0.753289527,0.376500513,0.004360388,0.26973928
Basal Ganglia,58,3-Hydroxybutyrylcarnitine,10213821,14354282.4,10169899.2,10898026.4,1.405378301,0.995699768,1.066988192,0.395592506,0.979868705,0.996742669
Hippocampus,59,3-Indoleacetic-acid,309411.8,382970.4,386772.6,384684.4,1.237736893,1.250025371,1.243276436,0.171275266,0.139391503,0.19240456
Cortex,59,3-Indoleacetic-acid,368528,316431.6,421844.6,420994.2,0.858636522,1.144674489,1.14236693,0.589736923,0.811278477,0.779843374
Cerebellum,59,3-Indoleacetic-acid,336732.8,424955.8,401945.3333,437268.6,1.261997049,1.193662552,1.29856254,0.371713079,0.552079828,0.23980879
Basal Ganglia,59,3-Indoleacetic-acid,345281,363146,379839,374186,1.051740466,1.100086596,1.083714424,0.956861456,0.796512897,0.935815854
Hippocampus,60,3-Methyl-1-cyclohexanecarboxylic-acid,1310432.2,1490684,1957621,1178722.2,1.137551412,1.493874311,0.899491176,0.992470069,0.926897095,0.84696376
Cortex,60,3-Methyl-1-cyclohexanecarboxylic-acid,1274676.6,1592129.2,1348480,1561832.8,1.249045601,1.057899706,1.22527769,0.97812277,0.99721097,0.992501067
Cerebellum,60,3-Methyl-1-cyclohexanecarboxylic-acid,1073263.6,1038252,906550.3333,1614811.6,0.967378378,0.844666989,1.504580608,0.999227294,0.897806372,0.859112239
Basal Ganglia,60,3-Methyl-1-cyclohexanecarboxylic-acid,1643660,1217594,1933369.8,863925.4,0.740782157,1.176258959,0.525610771,0.734071762,0.984452194,0.173066257
Hippocampus,63,3-Methyl-L-histidine,1361188.8,2181173.4,1234087.2,1509727.4,1.602403282,0.906624562,1.109124171,0.594079444,0.977266939,0.998712247
Cortex,63,3-Methyl-L-histidine,1052673.2,1274900.4,967266.2,1555012.6,1.211107493,0.918866558,1.477203561,0.59291651,0.999443285,0.228579361
Cerebellum,63,3-Methyl-L-histidine,317640,383832.8,266954,235069.4,1.208389372,0.840429417,0.740049742,0.742747859,0.99518238,0.742680658
Basal Ganglia,63,3-Methyl-L-histidine,2944696.6,1764916.4,2277527,1684989,0.599354242,0.773433501,0.572211412,0.198762946,0.748975694,0.232348215
Hippocampus,61,3-Methylcrotonylglycine,5273251.8,15357664.6,13931468.4,9427177.6,2.912370807,2.641912226,1.78773515,0.001418885,0.002929588,0.076965964
Cortex,61,3-Methylcrotonylglycine,8582451.4,6259640.2,10699353.6,13691797.6,0.729353411,1.246654726,1.595324804,0.431322214,0.798585641,0.205881569
Cerebellum,61,3-Methylcrotonylglycine,4844211.6,8605779.6,13093514.17,7811078.2,1.776507781,2.702919535,1.612456029,0.641248396,0.017539066,0.429736563
Basal Ganglia,61,3-Methylcrotonylglycine,7999933.6,16916328.8,22214781.2,12157683.6,2.114558651,2.776870698,1.519723064,0.004999391,0.000213418,0.139542789
Hippocampus,62,3-Methylcytidine,1470010.2,1401780.8,1539457.4,907257.6,0.953585764,1.047242665,0.617177758,0.99930107,0.988128112,0.062298781
Cortex,62,3-Methylcytidine,1596099,1287038.8,1706502.8,1751530,0.806365269,1.069171023,1.097381804,0.430940174,0.991758487,0.914312714
Cerebellum,62,3-Methylcytidine,1557074,1565624.2,1541964.833,1356205.8,1.005491197,0.990296436,0.870996369,0.999108542,0.99590443,0.774105374
Basal Ganglia,62,3-Methylcytidine,1567059.4,2026724.6,2267829.4,1167252.2,1.293329787,1.447187899,0.744867872,0.419715431,0.124272637,0.221246398
Hippocampus,66,4-Amino-1-butanol,928597.6,528734.4,916773.4,673561.4,0.569390229,0.987266605,0.725353372,0.571808477,0.999858414,0.898963515
Cortex,66,4-Amino-1-butanol,1744432.4,957948.8,1340836.8,874045.8,0.549146416,0.768637868,0.501048823,0.43515647,0.688389944,0.316730239
Cerebellum,66,4-Amino-1-butanol,906671.2,2241857.4,586161.1667,809308.4,2.472624475,0.646498054,0.892615096,0.409401335,0.843384007,0.999988523
Basal Ganglia,66,4-Amino-1-butanol,783625.6,548245.2,1557161.6,598102.2,0.699626454,1.987124464,0.76324995,0.654165487,0.428608847,0.785971597
Hippocampus,67,4-Aminoantipyrine,230769.6,260329.2,350532,275630.4,1.128091395,1.51896957,1.194396489,0.999946144,0.542448721,0.894236253
Cortex,67,4-Aminoantipyrine,215345.2,262696.6,332778.2,297061,1.219886025,1.545324437,1.379464228,0.658309321,0.166019208,0.328692098
Cerebellum,67,4-Aminoantipyrine,266516.4,426415.2,331788.1667,240745.2,1.599958577,1.24490713,0.903303512,0.430445363,0.829452175,0.741420719
Basal Ganglia,67,4-Aminoantipyrine,259434,311015,318204.8,255632,1.19882128,1.226534687,0.98534502,0.754587744,0.770729341,0.997548899
Hippocampus,68,4-Aminobenzoic-acid,8135121.2,9593976.8,9101403,5840764.2,1.179328072,1.118779029,0.717968922,0.683662452,0.929800719,0.546718802
Cortex,68,4-Aminobenzoic-acid,6519055.8,5962274.4,6777385.6,5907658.4,0.914591711,1.039626874,0.906213811,0.997017787,0.976498708,0.984200847
Cerebellum,68,4-Aminobenzoic-acid,9201108.8,10424665,9192055.167,14759666.6,1.132979212,0.999016028,1.604118256,0.890807849,0.999787141,0.205318104
Basal Ganglia,68,4-Aminobenzoic-acid,7066562.4,8397205,9431734.4,7251267,1.188301259,1.334699089,1.026137829,0.763224945,0.324078183,0.999558133
Hippocampus,69,4-AMINOBUTANOATE,7048634.6,10857243.4,9688582.2,6985914,1.540332847,1.37453319,0.991101738,0.242429559,0.458988708,0.999101096
Cortex,69,4-AMINOBUTANOATE,6322388.8,6520005.2,7862008.8,8330973.2,1.031256604,1.243518716,1.317693907,0.999417405,0.833036604,0.758997942
Cerebellum,69,4-AMINOBUTANOATE,7819757.4,8527403,9100869,7138685.8,1.090494572,1.163830095,0.912903743,0.991159088,0.938198987,0.845658943
Basal Ganglia,69,4-AMINOBUTANOATE,9079798.4,12309860,11321370.4,7470056.6,1.355741555,1.246874644,0.822711725,0.820926911,0.910370326,0.708543063
Hippocampus,70,4-Guanidinobutyric-acid,112010588,162701096,178010518.4,141504897.6,1.452551039,1.58922939,1.263317157,0.149132321,0.094309975,0.388331677
Cortex,70,4-Guanidinobutyric-acid,78377606.4,92389708.8,113973761.6,110668563.2,1.17877686,1.454162315,1.411992127,0.70861325,0.155309397,0.283086693
Cerebellum,70,4-Guanidinobutyric-acid,80562778.4,104198545.6,115230288,86287821.6,1.293383218,1.430316708,1.07106313,0.464694635,0.09893472,0.984105729
Basal Ganglia,70,4-Guanidinobutyric-acid,103117571.2,131377601.6,157426720,126182446.4,1.274056401,1.52667211,1.223675509,0.34221266,0.075069884,0.480586706
Hippocampus,71,4-Hydroperoxy-2-nonenal,1821339,1181389.6,1850380.4,1137932,0.648637953,1.015945082,0.624777705,0.655559023,0.999884135,0.612240519
Cortex,71,4-Hydroperoxy-2-nonenal,2492466.8,1351493.4,1446954,1199323.8,0.542231255,0.580530902,0.481179448,0.434798494,0.355623099,0.244830636
Cerebellum,71,4-Hydroperoxy-2-nonenal,1302305.2,1511608.8,1288136.667,1319095,1.16071778,0.98912042,1.01289237,0.971483958,0.999875126,0.996906529
Basal Ganglia,71,4-Hydroperoxy-2-nonenal,1328762.2,2870387.2,1231759.2,1222549.2,2.160196309,0.926997472,0.920066209,0.994587561,0.993274308,0.974279523
Hippocampus,72,4-Hydroxymandelonitrile,83941.2,194888,99996.2,213719.2,2.321720442,1.191264838,2.546058431,0.017635665,0.999295516,0.007569182
Cortex,72,4-Hydroxymandelonitrile,207297.6,171886.6,261913,186282.8,0.829177955,1.263463735,0.898624972,0.664214906,0.484639189,0.96970398
Cerebellum,72,4-Hydroxymandelonitrile,102317,161872.4,69481.33333,140373.8,1.582067496,0.679079071,1.37194992,0.55981621,0.2467516,0.832831696
Basal Ganglia,72,4-Hydroxymandelonitrile,162259.2,206120.4,166600,236527.4,1.270315643,1.026752258,1.457713338,0.572980102,0.993990446,0.18965761
Hippocampus,73,4-Hydroxynonenal-alkyne,4888299.2,3165860.4,2990682.2,3698721.8,0.647640472,0.611804245,0.756647997,0.029667185,0.006865614,0.224387239
Cortex,73,4-Hydroxynonenal-alkyne,4298302.2,4250478.2,3651523.2,3759990.2,0.988873746,0.849526867,0.874761714,0.999764134,0.421679741,0.480438099
Cerebellum,73,4-Hydroxynonenal-alkyne,4252065,4014185.2,3948426,3335918.4,0.944055465,0.928590226,0.784540782,0.997870677,0.993053941,0.363053438
Basal Ganglia,73,4-Hydroxynonenal-alkyne,5075612.4,5311244.8,2974069.6,3833996.2,1.046424428,0.58595286,0.75537608,0.938011717,0.226412645,0.853830079
Hippocampus,74,4-Hydroxyquinoline,160989.2,156109.8,151399,109457.6,0.969691135,0.940429544,0.679906478,0.997592119,0.966294892,0.648302769
Cortex,74,4-Hydroxyquinoline,186318.8,150640.6,131120.6,112220.2,0.80850993,0.703743262,0.602302076,0.998135317,0.665295263,0.623882155
Cerebellum,74,4-Hydroxyquinoline,165668,93576.2,221092.5,122366.6,0.564841732,1.334551633,0.738625444,0.456774247,0.989545299,0.72783783
Basal Ganglia,74,4-Hydroxyquinoline,243880.2,147267.6,159613.2,133969.4,0.603852219,0.654473795,0.549324627,0.757737131,0.791111395,0.20927956
Hippocampus,75,4-Imidazoleacetic-acid,1911578,3328973.2,4017915.4,2549958.4,1.741479134,2.101884098,1.33395467,0.297599582,0.061295527,0.639169798
Cortex,75,4-Imidazoleacetic-acid,1819347.2,2515204,4541718.2,4004951,1.382476088,2.496344953,2.201312097,0.839947204,0.212239895,0.31739328
Cerebellum,75,4-Imidazoleacetic-acid,2522296.2,4706912.8,4530568.833,5939354.2,1.866122147,1.796208087,2.35474097,0.477700336,0.245328102,0.161912337
Basal Ganglia,75,4-Imidazoleacetic-acid,2508848.6,2696080.6,3062698.4,2545932.2,1.074628656,1.220758558,1.014781123,0.999965331,0.85834083,0.999704742
Hippocampus,76,4-Imidazoleacrylic-acid,45092466.2,8867163,22684589.8,14311720.2,0.196644002,0.503068289,0.31738606,0.234787114,0.825245379,0.631574788
Cortex,76,4-Imidazoleacrylic-acid,10653325,16215962,10750392.2,16263475,1.522150315,1.009111446,1.526610237,0.990249593,0.967461198,0.902301217
Cerebellum,76,4-Imidazoleacrylic-acid,11360925.4,8613894,8827975.667,18656140.4,0.758203553,0.777047235,1.64213211,0.953397525,0.994826802,0.778614004
Basal Ganglia,76,4-Imidazoleacrylic-acid,18243280,29463324.6,10603279,19913317,1.615023428,0.581215604,1.091542584,0.997993636,0.808517314,0.999679736
Hippocampus,77,4-Ketopimelic-acid,967593,914480.8,962513,196086.8,0.945108946,0.994749859,0.202654215,0.989902673,0.995792601,0.000209401
Cortex,77,4-Ketopimelic-acid,556747,573057,662291,758085.6,1.029295174,1.189572643,1.36163392,0.993133506,0.692311305,0.285969117
Cerebellum,77,4-Ketopimelic-acid,294183,345823.2,329110,138065.8,1.175537676,1.118725419,0.469319437,0.999962256,0.962273882,0.011713135
Basal Ganglia,77,4-Ketopimelic-acid,388320,615080.2,513334.6,117465.8,1.583951895,1.321937062,0.302497425,0.236876254,0.587605908,0.000322217
Hippocampus,78,4-Methyl-1H-pyrazole,1338854.4,1886804,1621171.6,1437485,1.409267505,1.210864751,1.073667906,0.119774206,0.547057824,0.949263524
Cortex,78,4-Methyl-1H-pyrazole,982484.2,1194365.8,1351792,1528800.4,1.215659041,1.375891846,1.556055965,0.567600266,0.209445507,0.0544732
Cerebellum,78,4-Methyl-1H-pyrazole,1101185.8,1440896.8,1314251.5,1208498.8,1.308495624,1.193487511,1.097452219,0.55115237,0.704691733,0.993183706
Basal Ganglia,78,4-Methyl-1H-pyrazole,1491826.2,1429328.6,1569997.2,1343307.2,0.958106648,1.052399536,0.900444837,0.967461568,0.982526055,0.666001574
Hippocampus,79,4-Nitroaniline,797324,1091991.8,811676.2,225953.8,1.369570965,1.018000462,0.28339019,0.542899479,0.942779338,0.248620751
Cortex,79,4-Nitroaniline,1017068.4,705666.6,1121695.4,647522.2,0.693824132,1.102871154,0.636655509,0.961121384,0.998145973,0.600200118
Cerebellum,79,4-Nitroaniline,754101.6,1299203.8,1282249.5,468301.4,1.722849812,1.700367033,0.621005711,0.408509311,0.804363377,0.999546927
Basal Ganglia,79,4-Nitroaniline,1118831.6,987115.2,2378532.8,469010.6,0.882273257,2.125907777,0.419196776,0.993770756,0.529189488,0.483482449
Hippocampus,80,4-PYRIDOXATE,8831.2,14077.8,1000,10673.8,1.594098197,0.113234894,1.208646617,0.596446113,0.480940961,0.940342787
Cortex,80,4-PYRIDOXATE,12765.4,11122,14596.4,13763.2,0.871261378,1.143434597,1.078164413,0.953521384,0.987348596,0.99992899
Cerebellum,80,4-PYRIDOXATE,1000,20924.6,3185.833333,15004.6,20.9246,3.185833333,15.0046,0.011089034,0.914194188,0.02132353
Basal Ganglia,80,4-PYRIDOXATE,3803.8,6048.8,11907.4,4181.2,1.590199274,3.13039592,1.099216573,0.939037073,0.526106319,0.99999266
Hippocampus,81,4-Thiazolidinecarboxylic-aciD-2-undecyl-4R-,4159160.6,5255698.2,3667776.6,5195594.4,1.263643967,0.881855007,1.249193022,0.578323696,0.957020388,0.596408122
Cortex,81,4-Thiazolidinecarboxylic-aciD-2-undecyl-4R-,3849612.6,5137364.2,5818906,5493092.8,1.334514595,1.511556254,1.426920932,0.509365786,0.401558269,0.427709607
Cerebellum,81,4-Thiazolidinecarboxylic-aciD-2-undecyl-4R-,4435518,5580480.4,5622595.5,6150211.2,1.258134991,1.267629959,1.386582401,0.996031517,0.936634436,0.696723044
Basal Ganglia,81,4-Thiazolidinecarboxylic-aciD-2-undecyl-4R-,7668756.6,6913094,6922687.4,4129763.8,0.901462174,0.902713146,0.538518043,0.999539134,0.78695687,0.494103736
Hippocampus,82,4-Trimethylammoniobutanoic-acid,5050770.2,5068706.4,4857658.6,3788806.6,1.003551181,0.96176591,0.750144325,0.997991011,0.999706348,0.521281591
Cortex,82,4-Trimethylammoniobutanoic-acid,5141167.6,3739819.4,4716863.8,5578993.8,0.727426081,0.91746937,1.085160849,0.201642618,0.870711435,0.988207014
Cerebellum,82,4-Trimethylammoniobutanoic-acid,4205634.4,4935774.4,3022668.167,4972099,1.173609955,0.718718719,1.182247083,0.734111854,0.331505375,0.909404043
Basal Ganglia,82,4-Trimethylammoniobutanoic-acid,4569294,4874704.8,4962253.8,2948593.6,1.066839823,1.086000113,0.645306168,0.996709098,0.998773542,0.118044132
Hippocampus,83,5-Galactosylhydroxy-L-lysine,914968.8,1245594.2,1019713.8,1082633.6,1.361351556,1.114479313,1.183246467,0.272094178,0.976811082,0.816361872
Cortex,83,5-Galactosylhydroxy-L-lysine,927822.8,1080019.6,952984.4,1044778.4,1.164036495,1.027118971,1.126053811,0.84295064,0.999859694,0.980615146
Cerebellum,83,5-Galactosylhydroxy-L-lysine,1332388.6,1706534,1293238.833,1330047.2,1.280808017,0.970616856,0.998242705,0.711330348,0.923658275,0.996497061
Basal Ganglia,83,5-Galactosylhydroxy-L-lysine,972507.4,1067045.6,798966.8,970345.8,1.097210777,0.82155344,0.997777292,0.890462678,0.437456349,0.999874117
Hippocampus,89,5-Methylthioadenosine,55115131.2,45011869.6,45408194,66441062.4,0.81668806,0.823878906,1.205495858,0.950245671,0.908634967,0.511833142
Cortex,89,5-Methylthioadenosine,43185496,50975756.8,25547492.8,38793013,1.180390676,0.591575764,0.898288004,0.999449017,0.308000033,0.987554246
Cerebellum,89,5-Methylthioadenosine,51350300,29026618.6,62259554,79871708,0.565266777,1.212447717,1.555428264,0.262398138,0.992304661,0.999573343
Basal Ganglia,89,5-Methylthioadenosine,63879144,47291730.4,47635088.8,66511358.4,0.740331311,0.745706436,1.041206163,0.998071536,0.998455487,0.623148146
Hippocampus,90,5-S-Methyl-5-thioadenosine,13287254,10159473.4,11539947.6,16666664.6,0.764602935,0.868497554,1.254334763,0.967437668,0.998107145,0.467808379
Cortex,90,5-S-Methyl-5-thioadenosine,9092677.6,10537559.4,11390330.2,13346354.6,1.158906085,1.252692628,1.467813463,0.80714907,0.514156446,0.123266101
Cerebellum,90,5-S-Methyl-5-thioadenosine,11687052.6,11267683,16006418.67,24787532.4,0.964116735,1.369585576,2.120939577,0.94203256,0.16782384,0.000743724
Basal Ganglia,90,5-S-Methyl-5-thioadenosine,15485890.4,11356007.6,11497317,18986849.2,0.733313184,0.742438226,1.226074104,0.157291727,0.216203095,0.290514469
Hippocampus,85,5-Amino-1-beta-D-ribofuranosyl-1H-imidazole-4-carboxamide,882473.8,1144244.6,1268392.8,589191.8,1.296632943,1.437314966,0.667659255,0.615189257,0.47992507,0.584977066
Cortex,85,5-Amino-1-beta-D-ribofuranosyl-1H-imidazole-4-carboxamide,1199972.8,1027739.6,1128907.6,1169779,0.85646908,0.940777658,0.97483793,0.755741524,0.969033063,0.999496431
Cerebellum,85,5-Amino-1-beta-D-ribofuranosyl-1H-imidazole-4-carboxamide,888726.8,1259324.6,1439694.667,744538,1.416998565,1.619951898,0.837758015,0.371101841,0.111723747,0.763801966
Basal Ganglia,85,5-Amino-1-beta-D-ribofuranosyl-1H-imidazole-4-carboxamide,1007310.8,1082988.6,1512273,672970,1.07512855,1.501297316,0.668085759,0.954682299,0.048757891,0.027955738
Hippocampus,84,5-beta-Dihydrotestosterone,752605.2,2120902.8,1981667.4,1662981.8,2.818081512,2.633076944,2.209633683,0.182666816,0.184373484,0.488019252
Cortex,84,5-beta-Dihydrotestosterone,1243922.2,1014452,1801361.4,1427393.4,0.815526887,1.448130277,1.147494112,0.988145613,0.792898262,0.928700257
Cerebellum,84,5-beta-Dihydrotestosterone,1145415.6,1224558.2,783582.5,2374292.6,1.069095095,0.68410322,2.072865604,0.999368402,0.732165357,0.30025916
Basal Ganglia,84,5-beta-Dihydrotestosterone,886487.8,1381315.4,3223833,1535146.2,1.558188844,3.636635496,1.731717233,0.888935376,0.03399247,0.7229898
Hippocampus,86,5-Methoxytryptophol,8046.2,14600.2,6753.2,15191.8,1.814545997,0.839303025,1.888071388,0.997663769,0.970517786,0.891685334
Cortex,86,5-Methoxytryptophol,97389.8,5970.2,5936.8,16635,0.061302108,0.060959156,0.170808442,0.384652773,0.384100538,0.947931791
Cerebellum,86,5-Methoytryptophol,16026,10815.2,7740,10419,0.674853363,0.482965182,0.650131037,0.935023758,0.978976475,0.932814669
